,open,high,low,close,adjclose,volume,ticker
1996-02-02,2.7799999713897705,2.994999885559082,2.799999952316284,2.9149999618530273,2.337827444076538,819000.0,HDFCBANK.NS
1996-02-05,2.9149999618530273,3.0999999046325684,2.950000047683716,2.994999885559082,2.4019877910614014,906000.0,HDFCBANK.NS
1996-02-06,2.994999885559082,3.049999952316284,2.950000047683716,2.9749999046325684,2.3859474658966064,888000.0,HDFCBANK.NS
1996-02-07,2.9749999046325684,2.924999952316284,2.825000047683716,2.865000009536743,2.297727584838867,586000.0,HDFCBANK.NS
1996-02-08,2.865000009536743,3.1500000953674316,2.884999990463257,3.0450000762939453,2.4420878887176514,667000.0,HDFCBANK.NS
1996-02-09,3.0450000762939453,3.6549999713897705,3.3499999046325684,3.6500000953674316,2.9272971153259277,1720000.0,HDFCBANK.NS
1996-02-12,3.6500000953674316,3.7950000762939453,3.450000047683716,3.509999990463257,2.8150177001953125,2851000.0,HDFCBANK.NS
1996-02-13,3.5999999046325684,3.5999999046325684,3.325000047683716,3.450000047683716,2.766897201538086,1451000.0,HDFCBANK.NS
1996-02-14,3.450000047683716,3.799999952316284,3.5899999141693115,3.7100000381469727,2.975417137145996,2464000.0,HDFCBANK.NS
1996-02-15,3.7100000381469727,3.7699999809265137,3.6700000762939453,3.684999942779541,2.95536732673645,1191000.0,HDFCBANK.NS
1996-02-16,3.684999942779541,3.674999952316284,3.509999990463257,3.559999942779541,2.8551173210144043,1396000.0,HDFCBANK.NS
1996-02-19,3.559999942779541,3.6500000953674316,3.5,3.515000104904175,2.8190269470214844,1297000.0,HDFCBANK.NS
1996-02-20,3.515000104904175,3.515000104904175,3.305000066757202,3.365000009536743,2.698727607727051,1361000.0,HDFCBANK.NS
1996-02-21,3.365000009536743,3.365000009536743,3.365000009536743,3.365000009536743,2.698727607727051,0.0,HDFCBANK.NS
1996-02-22,3.365000009536743,3.4749999046325684,3.4000000953674316,3.424999952316284,2.746846914291382,848000.0,HDFCBANK.NS
1996-02-23,3.424999952316284,3.5,3.4000000953674316,3.4200000762939453,2.7428369522094727,687000.0,HDFCBANK.NS
1996-02-26,3.4200000762939453,3.4749999046325684,3.375,3.384999990463257,2.7147669792175293,647000.0,HDFCBANK.NS
1996-02-27,3.390000104904175,3.424999952316284,3.299999952316284,3.3949999809265137,2.7227869033813477,841000.0,HDFCBANK.NS
1996-02-28,3.3949999809265137,3.444999933242798,3.305000066757202,3.325000047683716,2.666647434234619,422000.0,HDFCBANK.NS
1996-02-29,3.299999952316284,3.299999952316284,3.0,3.065000057220459,2.458127498626709,1275000.0,HDFCBANK.NS
1996-03-01,3.065000057220459,3.1500000953674316,3.0,3.109999895095825,2.4942171573638916,732000.0,HDFCBANK.NS
1996-03-04,3.109999895095825,3.0999999046325684,3.049999952316284,3.065000057220459,2.458127498626709,647000.0,HDFCBANK.NS
1996-03-05,3.065000057220459,3.065000057220459,3.065000057220459,3.065000057220459,2.458127498626709,0.0,HDFCBANK.NS
1996-03-06,3.065000057220459,3.1500000953674316,3.0799999237060547,3.0999999046325684,2.4861979484558105,360000.0,HDFCBANK.NS
1996-03-07,3.0999999046325684,3.1500000953674316,3.0250000953674316,3.059999942779541,2.4541172981262207,486000.0,HDFCBANK.NS
1996-03-08,3.059999942779541,3.069999933242798,3.0,3.049999952316284,2.4460971355438232,387000.0,HDFCBANK.NS
1996-03-11,3.049999952316284,3.0450000762939453,2.9749999046325684,2.994999885559082,2.4019877910614014,324000.0,HDFCBANK.NS
1996-03-12,2.994999885559082,2.994999885559082,2.930000066757202,2.9549999237060547,2.3699073791503906,400000.0,HDFCBANK.NS
1996-03-13,2.9549999237060547,3.0999999046325684,3.0,3.0799999237060547,2.4701576232910156,486000.0,HDFCBANK.NS
1996-03-14,3.0799999237060547,3.1500000953674316,3.0450000762939453,3.069999933242798,2.462137222290039,529000.0,HDFCBANK.NS
1996-03-15,3.0999999046325684,3.0999999046325684,3.0,3.0,2.4059975147247314,807000.0,HDFCBANK.NS
1996-03-18,3.0,3.0250000953674316,2.930000066757202,2.984999895095825,2.393967390060425,388000.0,HDFCBANK.NS
1996-03-19,2.984999895095825,3.0,2.9000000953674316,2.9549999237060547,2.3699073791503906,617000.0,HDFCBANK.NS
1996-03-20,2.9549999237060547,2.9549999237060547,2.9549999237060547,2.9549999237060547,2.3699073791503906,0.0,HDFCBANK.NS
1996-03-21,2.9549999237060547,3.015000104904175,2.950000047683716,3.005000114440918,2.4100074768066406,643000.0,HDFCBANK.NS
1996-03-22,3.005000114440918,3.0199999809265137,2.934999942779541,2.994999885559082,2.4019877910614014,194000.0,HDFCBANK.NS
1996-03-25,2.994999885559082,3.049999952316284,2.9800000190734863,3.0250000953674316,2.4260473251342773,413000.0,HDFCBANK.NS
1996-03-26,3.0250000953674316,3.0799999237060547,2.9800000190734863,3.0450000762939453,2.4420878887176514,643000.0,HDFCBANK.NS
1996-03-27,3.0450000762939453,3.109999895095825,3.0299999713897705,3.0999999046325684,2.4861979484558105,795000.0,HDFCBANK.NS
1996-03-28,3.0999999046325684,3.2750000953674316,3.130000114440918,3.2100000381469727,2.5744175910949707,1124000.0,HDFCBANK.NS
1996-03-29,3.2100000381469727,3.309999942779541,3.200000047683716,3.244999885559082,2.6024868488311768,1356000.0,HDFCBANK.NS
1996-04-01,3.244999885559082,3.299999952316284,3.240000009536743,3.2899999618530273,2.6385772228240967,963000.0,HDFCBANK.NS
1996-04-02,3.2899999618530273,3.450000047683716,3.2799999713897705,3.4000000953674316,2.726797103881836,1835000.0,HDFCBANK.NS
1996-04-03,3.4000000953674316,3.5999999046325684,3.4000000953674316,3.490000009536743,2.7989771366119385,2082000.0,HDFCBANK.NS
1996-04-04,3.490000009536743,3.4549999237060547,3.3499999046325684,3.4049999713897705,2.730807065963745,1134000.0,HDFCBANK.NS
1996-04-05,3.4049999713897705,3.4049999713897705,3.4049999713897705,3.4049999713897705,2.730807065963745,0.0,HDFCBANK.NS
1996-04-08,3.4049999713897705,3.4700000286102295,3.4100000858306885,3.450000047683716,2.766897201538086,925000.0,HDFCBANK.NS
1996-04-09,3.450000047683716,3.4600000381469727,3.3550000190734863,3.384999990463257,2.7147669792175293,1219000.0,HDFCBANK.NS
1996-04-10,3.384999990463257,3.4600000381469727,3.240000009536743,3.2850000858306885,2.6345674991607666,904000.0,HDFCBANK.NS
1996-04-11,3.25,3.3399999141693115,3.25,3.3350000381469727,2.6746668815612793,631000.0,HDFCBANK.NS
1996-04-12,3.3350000381469727,3.384999990463257,3.2799999713897705,3.3499999046325684,2.686697006225586,564000.0,HDFCBANK.NS
1996-04-15,3.4100000858306885,3.4549999237060547,3.375,3.424999952316284,2.746846914291382,988000.0,HDFCBANK.NS
1996-04-16,3.4200000762939453,3.434999942779541,3.359999895095825,3.375,2.706747531890869,783000.0,HDFCBANK.NS
1996-04-17,3.375,3.5250000953674316,3.424999952316284,3.505000114440918,2.811007022857666,1546000.0,HDFCBANK.NS
1996-04-18,3.549999952316284,3.694999933242798,3.505000114440918,3.6549999713897705,2.931307315826416,2706000.0,HDFCBANK.NS
1996-04-19,3.700000047683716,4.025000095367432,3.625,3.8450000286102295,3.0836873054504395,6350000.0,HDFCBANK.NS
1996-04-22,4.0,4.099999904632568,3.7049999237060547,3.7699999809265137,3.0235371589660645,5643000.0,HDFCBANK.NS
1996-04-23,3.7699999809265137,3.7899999618530273,3.630000114440918,3.7100000381469727,2.975417137145996,3214000.0,HDFCBANK.NS
1996-04-24,3.8949999809265137,4.050000190734863,3.799999952316284,3.8450000286102295,3.0836873054504395,5343000.0,HDFCBANK.NS
1996-04-25,3.9000000953674316,3.9000000953674316,3.609999895095825,3.684999942779541,2.95536732673645,3333000.0,HDFCBANK.NS
1996-04-26,3.684999942779541,3.7950000762939453,3.625,3.700000047683716,2.9673964977264404,2039000.0,HDFCBANK.NS
1996-04-29,3.700000047683716,3.734999895095825,3.640000104904175,3.684999942779541,2.95536732673645,1350000.0,HDFCBANK.NS
1996-04-30,3.684999942779541,3.700000047683716,3.505000114440918,3.5450000762939453,2.843087673187256,2701000.0,HDFCBANK.NS
1996-05-01,3.5450000762939453,3.7750000953674316,3.609999895095825,3.625,2.9072470664978027,1662000.0,HDFCBANK.NS
1996-05-02,3.680000066757202,3.680000066757202,3.5450000762939453,3.565000057220459,2.8591272830963135,1170000.0,HDFCBANK.NS
1996-05-03,3.565000057220459,3.569999933242798,3.490000009536743,3.5,2.806997299194336,1779000.0,HDFCBANK.NS
1996-05-06,3.5,3.5,3.3499999046325684,3.380000114440918,2.710757255554199,1360000.0,HDFCBANK.NS
1996-05-07,3.380000114440918,3.440000057220459,3.3499999046325684,3.4149999618530273,2.7388272285461426,1821000.0,HDFCBANK.NS
1996-05-08,3.200000047683716,3.5,3.200000047683716,3.484999895095825,2.794966697692871,1617000.0,HDFCBANK.NS
1996-05-09,3.484999895095825,3.494999885559082,3.380000114440918,3.4049999713897705,2.730807065963745,1115000.0,HDFCBANK.NS
1996-05-10,3.4049999713897705,3.3949999809265137,3.240000009536743,3.384999990463257,2.7147669792175293,1371000.0,HDFCBANK.NS
1996-05-13,3.384999990463257,3.424999952316284,3.3499999046325684,3.4200000762939453,2.7428369522094727,712000.0,HDFCBANK.NS
1996-05-14,3.484999895095825,3.484999895095825,3.375,3.424999952316284,2.746846914291382,1192000.0,HDFCBANK.NS
1996-05-15,3.424999952316284,3.5,3.4000000953674316,3.4800000190734863,2.790956974029541,1608000.0,HDFCBANK.NS
1996-05-16,3.4800000190734863,3.6700000762939453,3.515000104904175,3.575000047683716,2.8671467304229736,2671000.0,HDFCBANK.NS
1996-05-17,3.549999952316284,3.549999952316284,3.4749999046325684,3.5299999713897705,2.831057071685791,1385000.0,HDFCBANK.NS
1996-05-20,3.4749999046325684,3.4800000190734863,3.4000000953674316,3.4049999713897705,2.730807065963745,933000.0,HDFCBANK.NS
1996-05-21,3.4000000953674316,3.4000000953674316,3.325000047683716,3.3350000381469727,2.6746668815612793,1644000.0,HDFCBANK.NS
1996-05-22,3.3350000381469727,3.4200000762939453,3.369999885559082,3.375,2.706747531890869,645000.0,HDFCBANK.NS
1996-05-23,3.4000000953674316,3.4000000953674316,3.3350000381469727,3.3499999046325684,2.686697006225586,361000.0,HDFCBANK.NS
1996-05-24,3.3499999046325684,3.4000000953674316,3.3499999046325684,3.384999990463257,2.7147669792175293,473000.0,HDFCBANK.NS
1996-05-27,3.384999990463257,3.384999990463257,3.325000047683716,3.3399999141693115,2.6786773204803467,1362000.0,HDFCBANK.NS
1996-05-28,3.3399999141693115,3.4000000953674316,3.299999952316284,3.390000104904175,2.7187769412994385,1390000.0,HDFCBANK.NS
1996-05-29,3.390000104904175,3.450000047683716,3.3949999809265137,3.444999933242798,2.762887477874756,1314000.0,HDFCBANK.NS
1996-05-30,3.5,3.5,3.375,3.4100000858306885,2.734816789627075,804000.0,HDFCBANK.NS
1996-05-31,3.4100000858306885,3.430000066757202,3.369999885559082,3.4149999618530273,2.7388272285461426,486000.0,HDFCBANK.NS
1996-06-03,3.4149999618530273,3.5,3.4149999618530273,3.450000047683716,2.766897201538086,766000.0,HDFCBANK.NS
1996-06-04,3.450000047683716,3.4749999046325684,3.375,3.4000000953674316,2.726797103881836,1698000.0,HDFCBANK.NS
1996-06-05,3.4000000953674316,3.450000047683716,3.390000104904175,3.4049999713897705,2.730807065963745,437000.0,HDFCBANK.NS
1996-06-06,3.444999933242798,3.4600000381469727,3.4049999713897705,3.434999942779541,2.7548673152923584,622000.0,HDFCBANK.NS
1996-06-07,3.4200000762939453,3.444999933242798,3.4049999713897705,3.434999942779541,2.7548673152923584,405000.0,HDFCBANK.NS
1996-06-10,3.4649999141693115,3.4649999141693115,3.424999952316284,3.440000057220459,2.7588770389556885,860000.0,HDFCBANK.NS
1996-06-11,3.4700000286102295,3.4700000286102295,3.4000000953674316,3.430000066757202,2.75085711479187,1054000.0,HDFCBANK.NS
1996-06-12,3.450000047683716,3.5450000762939453,3.440000057220459,3.509999990463257,2.8150177001953125,1657000.0,HDFCBANK.NS
1996-06-13,3.509999990463257,3.880000114440918,3.5,3.875,3.1077468395233154,7320000.0,HDFCBANK.NS
1996-06-14,3.924999952316284,4.170000076293945,3.924999952316284,4.045000076293945,3.244086742401123,9036000.0,HDFCBANK.NS
1996-06-17,4.050000190734863,4.130000114440918,3.8499999046325684,3.869999885559082,3.103736639022827,6812000.0,HDFCBANK.NS
1996-06-18,3.8499999046325684,3.9000000953674316,3.75,3.8299999237060547,3.071657180786133,4708000.0,HDFCBANK.NS
1996-06-19,3.934999942779541,3.950000047683716,3.7750000953674316,3.799999952316284,3.0475966930389404,3422000.0,HDFCBANK.NS
1996-06-20,3.75,3.799999952316284,3.700000047683716,3.765000104904175,3.0195274353027344,2981000.0,HDFCBANK.NS
1996-06-21,3.700000047683716,3.765000104904175,3.6549999713897705,3.680000066757202,2.9513566493988037,2364000.0,HDFCBANK.NS
1996-06-24,3.7100000381469727,3.7100000381469727,3.5999999046325684,3.6600000858306885,2.935317039489746,1931000.0,HDFCBANK.NS
1996-06-25,3.674999952316284,3.680000066757202,3.609999895095825,3.640000104904175,2.9192774295806885,4000000.0,HDFCBANK.NS
1996-06-26,3.8499999046325684,4.025000095367432,3.8499999046325684,3.9149999618530273,3.139827013015747,14061000.0,HDFCBANK.NS
1996-06-27,3.9100000858306885,3.944999933242798,3.805000066757202,3.930000066757202,3.1518568992614746,7982000.0,HDFCBANK.NS
1996-06-28,3.9600000381469727,4.050000190734863,3.9100000858306885,3.990000009536743,3.199976921081543,14959000.0,HDFCBANK.NS
1996-07-01,4.010000228881836,4.025000095367432,3.875,3.9049999713897705,3.1318066120147705,11334000.0,HDFCBANK.NS
1996-07-02,3.924999952316284,3.9800000190734863,3.875,3.8949999809265137,3.1237869262695312,6039000.0,HDFCBANK.NS
1996-07-03,3.875,3.9000000953674316,3.8299999237060547,3.8550000190734863,3.0917067527770996,7855000.0,HDFCBANK.NS
1996-07-04,3.8299999237060547,3.9100000858306885,3.7750000953674316,3.859999895095825,3.095716953277588,9477000.0,HDFCBANK.NS
1996-07-05,3.8550000190734863,3.9100000858306885,3.8499999046325684,3.8550000190734863,3.0917067527770996,3069000.0,HDFCBANK.NS
1996-07-08,3.930000066757202,3.930000066757202,3.8550000190734863,3.875,3.1077468395233154,1927000.0,HDFCBANK.NS
1996-07-09,3.875,3.880000114440918,3.819999933242798,3.8350000381469727,3.075666666030884,3414000.0,HDFCBANK.NS
1996-07-10,3.809999942779541,3.8499999046325684,3.7750000953674316,3.8299999237060547,3.071657180786133,3917000.0,HDFCBANK.NS
1996-07-11,3.825000047683716,3.865000009536743,3.825000047683716,3.8299999237060547,3.071657180786133,1296000.0,HDFCBANK.NS
1996-07-12,3.815000057220459,3.8399999141693115,3.7799999713897705,3.819999933242798,3.0636370182037354,1200000.0,HDFCBANK.NS
1996-07-15,3.809999942779541,3.8450000286102295,3.7750000953674316,3.8299999237060547,3.071657180786133,2558000.0,HDFCBANK.NS
1996-07-16,3.825000047683716,3.875,3.7699999809265137,3.805000066757202,3.0516068935394287,3377000.0,HDFCBANK.NS
1996-07-17,3.7950000762939453,3.799999952316284,3.619999885559082,3.7699999809265137,3.0235371589660645,5582000.0,HDFCBANK.NS
1996-07-18,3.75,3.7950000762939453,3.7049999237060547,3.740000009536743,2.9994771480560303,2085000.0,HDFCBANK.NS
1996-07-19,3.75,3.7750000953674316,3.700000047683716,3.759999990463257,3.015516757965088,2348000.0,HDFCBANK.NS
1996-07-22,3.825000047683716,3.825000047683716,3.7100000381469727,3.75,3.0074970722198486,863000.0,HDFCBANK.NS
1996-07-23,3.755000114440918,3.755000114440918,3.6549999713897705,3.680000066757202,2.9513566493988037,3695000.0,HDFCBANK.NS
1996-07-24,3.6600000858306885,3.6600000858306885,3.4749999046325684,3.619999885559082,2.9032366275787354,6060000.0,HDFCBANK.NS
1996-07-25,3.5999999046325684,3.6500000953674316,3.5799999237060547,3.609999895095825,2.895216941833496,2542000.0,HDFCBANK.NS
1996-07-26,3.5799999237060547,3.6700000762939453,3.565000057220459,3.630000114440918,2.91125750541687,6639000.0,HDFCBANK.NS
1996-07-29,3.6500000953674316,3.8450000286102295,3.615000009536743,3.619999885559082,2.9032366275787354,4140000.0,HDFCBANK.NS
1996-07-30,3.5999999046325684,3.5999999046325684,3.2899999618530273,3.5350000858306885,2.8350672721862793,12399000.0,HDFCBANK.NS
1996-07-31,3.4600000381469727,3.549999952316284,3.3550000190734863,3.5199999809265137,2.8230366706848145,2970000.0,HDFCBANK.NS
1996-08-01,3.549999952316284,3.569999933242798,3.5,3.549999952316284,2.8470966815948486,1097000.0,HDFCBANK.NS
1996-08-02,3.625,3.625,3.509999990463257,3.5850000381469727,2.8751676082611084,822000.0,HDFCBANK.NS
1996-08-05,3.549999952316284,3.700000047683716,3.549999952316284,3.615000009536743,2.8992271423339844,1454000.0,HDFCBANK.NS
1996-08-06,3.6050000190734863,3.799999952316284,3.6050000190734863,3.7750000953674316,3.0275466442108154,2350000.0,HDFCBANK.NS
1996-08-07,3.700000047683716,3.744999885559082,3.6500000953674316,3.684999942779541,2.95536732673645,681000.0,HDFCBANK.NS
1996-08-08,3.700000047683716,3.7149999141693115,3.6500000953674316,3.6649999618530273,2.939326524734497,371000.0,HDFCBANK.NS
1996-08-09,3.634999990463257,3.674999952316284,3.619999885559082,3.634999990463257,2.915266990661621,328000.0,HDFCBANK.NS
1996-08-12,3.6549999713897705,3.6549999713897705,3.5999999046325684,3.615000009536743,2.8992271423339844,830000.0,HDFCBANK.NS
1996-08-13,3.5999999046325684,3.625,3.575000047683716,3.6050000190734863,2.891207456588745,839000.0,HDFCBANK.NS
1996-08-14,3.609999895095825,3.615000009536743,3.549999952316284,3.559999942779541,2.8551173210144043,655000.0,HDFCBANK.NS
1996-08-15,3.559999942779541,3.559999942779541,3.559999942779541,3.559999942779541,2.8551173210144043,0.0,HDFCBANK.NS
1996-08-16,3.549999952316284,3.575000047683716,3.5299999713897705,3.5350000858306885,2.8350672721862793,302000.0,HDFCBANK.NS
1996-08-19,3.6500000953674316,3.6500000953674316,3.440000057220459,3.5,2.806997299194336,610000.0,HDFCBANK.NS
1996-08-20,3.4700000286102295,3.5299999713897705,3.325000047683716,3.3499999046325684,2.686697006225586,1982000.0,HDFCBANK.NS
1996-08-21,3.450000047683716,3.5999999046325684,3.450000047683716,3.509999990463257,2.8150177001953125,785000.0,HDFCBANK.NS
1996-08-22,3.549999952316284,3.5999999046325684,3.4800000190734863,3.494999885559082,2.8029870986938477,488000.0,HDFCBANK.NS
1996-08-23,3.4800000190734863,3.515000104904175,3.4800000190734863,3.5,2.806997299194336,862000.0,HDFCBANK.NS
1996-08-26,3.509999990463257,3.549999952316284,3.494999885559082,3.5399999618530273,2.8390767574310303,1025000.0,HDFCBANK.NS
1996-08-27,3.5199999809265137,3.625,3.515000104904175,3.5999999046325684,2.887197494506836,905000.0,HDFCBANK.NS
1996-08-28,3.5799999237060547,3.640000104904175,3.5799999237060547,3.630000114440918,2.91125750541687,799000.0,HDFCBANK.NS
1996-08-29,3.5999999046325684,3.694999933242798,3.5950000286102295,3.6549999713897705,2.931307315826416,972000.0,HDFCBANK.NS
1996-08-30,3.6050000190734863,3.694999933242798,3.6050000190734863,3.684999942779541,2.95536732673645,557000.0,HDFCBANK.NS
1996-09-02,3.700000047683716,3.7149999141693115,3.6549999713897705,3.7049999237060547,2.971407413482666,453000.0,HDFCBANK.NS
1996-09-03,3.7950000762939453,3.7950000762939453,3.5899999141693115,3.640000104904175,2.9192774295806885,1064000.0,HDFCBANK.NS
1996-09-04,3.5999999046325684,3.6600000858306885,3.5999999046325684,3.6549999713897705,2.931307315826416,746000.0,HDFCBANK.NS
1996-09-05,3.674999952316284,3.740000009536743,3.6649999618530273,3.700000047683716,2.9673964977264404,1373000.0,HDFCBANK.NS
1996-09-06,3.690000057220459,3.7249999046325684,3.6649999618530273,3.7049999237060547,2.971407413482666,570000.0,HDFCBANK.NS
1996-09-09,3.7200000286102295,3.7200000286102295,3.680000066757202,3.700000047683716,2.9673964977264404,1236000.0,HDFCBANK.NS
1996-09-10,3.684999942779541,3.7249999046325684,3.6700000762939453,3.7200000286102295,2.9834368228912354,1502000.0,HDFCBANK.NS
1996-09-11,3.740000009536743,3.740000009536743,3.690000057220459,3.7249999046325684,2.9874470233917236,1163000.0,HDFCBANK.NS
1996-09-12,3.700000047683716,3.7249999046325684,3.674999952316284,3.7149999141693115,2.979426622390747,671000.0,HDFCBANK.NS
1996-09-13,3.694999933242798,3.740000009536743,3.694999933242798,3.7249999046325684,2.9874470233917236,308000.0,HDFCBANK.NS
1996-09-16,3.6649999618530273,3.740000009536743,3.6649999618530273,3.7149999141693115,2.979426622390747,641000.0,HDFCBANK.NS
1996-09-17,3.7200000286102295,3.799999952316284,3.700000047683716,3.765000104904175,3.0195274353027344,647000.0,HDFCBANK.NS
1996-09-18,3.7249999046325684,3.744999885559082,3.700000047683716,3.7200000286102295,2.9834368228912354,413000.0,HDFCBANK.NS
1996-09-19,3.7249999046325684,3.75,3.674999952316284,3.684999942779541,2.95536732673645,264000.0,HDFCBANK.NS
1996-09-20,3.674999952316284,3.700000047683716,3.634999990463257,3.6549999713897705,2.931307315826416,282000.0,HDFCBANK.NS
1996-09-23,3.640000104904175,3.6600000858306885,3.575000047683716,3.640000104904175,2.9192774295806885,594000.0,HDFCBANK.NS
1996-09-24,3.609999895095825,3.6600000858306885,3.6050000190734863,3.625,2.9072470664978027,605000.0,HDFCBANK.NS
1996-09-25,3.559999942779541,3.690000057220459,3.559999942779541,3.630000114440918,2.91125750541687,230000.0,HDFCBANK.NS
1996-09-26,3.609999895095825,3.625,3.5950000286102295,3.615000009536743,2.8992271423339844,322000.0,HDFCBANK.NS
1996-09-27,3.6050000190734863,3.6500000953674316,3.5399999618530273,3.6050000190734863,2.891207456588745,905000.0,HDFCBANK.NS
1996-09-30,3.509999990463257,3.6050000190734863,3.509999990463257,3.5799999237060547,2.871156692504883,414000.0,HDFCBANK.NS
1996-10-01,3.5799999237060547,3.690000057220459,3.5199999809265137,3.630000114440918,2.91125750541687,1144000.0,HDFCBANK.NS
1996-10-02,3.630000114440918,3.630000114440918,3.630000114440918,3.630000114440918,2.91125750541687,0.0,HDFCBANK.NS
1996-10-03,3.684999942779541,3.684999942779541,3.549999952316284,3.555000066757202,2.851107358932495,660000.0,HDFCBANK.NS
1996-10-04,3.509999990463257,3.625,3.509999990463257,3.5799999237060547,2.871156692504883,807000.0,HDFCBANK.NS
1996-10-07,3.5199999809265137,3.549999952316284,3.3499999046325684,3.450000047683716,2.766897201538086,1285000.0,HDFCBANK.NS
1996-10-08,3.305000066757202,3.4749999046325684,3.305000066757202,3.4049999713897705,2.730807065963745,785000.0,HDFCBANK.NS
1996-10-09,3.569999933242798,3.569999933242798,3.365000009536743,3.4549999237060547,2.770906925201416,664000.0,HDFCBANK.NS
1996-10-10,3.484999895095825,3.5250000953674316,3.450000047683716,3.505000114440918,2.811007022857666,397000.0,HDFCBANK.NS
1996-10-11,3.5450000762939453,3.5999999046325684,3.4800000190734863,3.5,2.806997299194336,210000.0,HDFCBANK.NS
1996-10-14,3.5,3.5,3.430000066757202,3.444999933242798,2.762887477874756,249000.0,HDFCBANK.NS
1996-10-15,3.4200000762939453,3.5850000381469727,3.4000000953674316,3.5299999713897705,2.831057071685791,603000.0,HDFCBANK.NS
1996-10-16,3.4000000953674316,3.5899999141693115,3.4000000953674316,3.5,2.806997299194336,300000.0,HDFCBANK.NS
1996-10-17,3.4749999046325684,3.5250000953674316,3.4700000286102295,3.515000104904175,2.8190269470214844,303000.0,HDFCBANK.NS
1996-10-18,3.5250000953674316,3.5850000381469727,3.5,3.549999952316284,2.8470966815948486,1006000.0,HDFCBANK.NS
1996-10-21,3.549999952316284,3.549999952316284,3.549999952316284,3.549999952316284,2.8470966815948486,0.0,HDFCBANK.NS
1996-10-22,3.744999885559082,3.7950000762939453,3.6500000953674316,3.740000009536743,2.9994771480560303,859000.0,HDFCBANK.NS
1996-10-23,3.890000104904175,4.0,3.809999942779541,3.924999952316284,3.1478466987609863,1084000.0,HDFCBANK.NS
1996-10-24,3.9000000953674316,3.940000057220459,3.6649999618530273,3.700000047683716,2.9673964977264404,821000.0,HDFCBANK.NS
1996-10-25,3.680000066757202,3.7699999809265137,3.6649999618530273,3.759999990463257,3.015516757965088,297000.0,HDFCBANK.NS
1996-10-28,3.759999990463257,3.825000047683716,3.75,3.805000066757202,3.0516068935394287,613000.0,HDFCBANK.NS
